image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
N_02_01_seg.jpg,581,90.91168737411499,1.0714285714285714,347.61617900172115,60.7934595524957,332,48,30,28
N_02_01_seg.jpg,10229,518.4579317569733,0.7248322147651006,100.52341382344315,146.4649525857855,49,79,108,149
N_02_01_seg.jpg,767,105.15432834625244,0.7368421052631579,223.68578878748372,101.07170795306388,210,81,28,38
N_02_01_seg.jpg,4283,318.24978029727936,0.6914893617021277,363.4361428904973,134.87462059304227,333,87,65,94
N_02_01_seg.jpg,2564,279.90663385391235,1.76,277.9477379095164,138.11934477379094,231,113,88,50
N_02_01_seg.jpg,2162,266.2253954410553,0.23931623931623933,10.33163737280296,185.53191489361703,0,138,28,117
N_02_01_seg.jpg,4501,411.40410816669464,0.5575221238938053,192.98644745612086,196.14907798267052,162,142,63,113
N_02_01_seg.jpg,1689,293.42135286331177,1.2549019607843137,373.20307874481944,204.00118413262285,336,181,64,51
N_02_01_seg.jpg,5494,328.2081506252289,0.9204545454545454,297.3838733163451,249.60775391336003,253,201,81,88
N_02_01_seg.jpg,623,150.56854140758514,0.4909090909090909,23.746388443017658,252.47351524879616,9,219,27,55
N_02_01_seg.jpg,3532,419.74725437164307,1.7166666666666666,109.99320498301246,268.2916194790487,54,238,103,60
N_02_02_seg.jpg,2360,301.90663385391235,1.3220338983050848,41.491949152542375,22.03262711864407,0,0,78,59
N_02_02_seg.jpg,3664,411.16146767139435,1.2318840579710144,134.9691593886463,29.433406113537117,94,0,85,69
N_02_02_seg.jpg,686,116.76955235004425,2.6666666666666665,229.01603498542275,7.776967930029154,205,0,48,18
N_02_02_seg.jpg,990,122.81118261814117,1.027027027027027,380.1181818181818,16.856565656565657,360,0,38,37
N_02_02_seg.jpg,4127,269.66399347782135,0.7816091954022989,329.4133753331718,66.48606736127938,296,23,68,87
N_02_02_seg.jpg,4405,276.0660150051117,1.013157894736842,228.45175936435868,65.36049943246311,190,30,77,76
N_02_02_seg.jpg,599,132.26702666282654,1.0975609756097562,65.48747913188647,54.76627712854758,44,34,45,41
N_02_02_seg.jpg,6731,422.47517597675323,1.75,118.13712672708364,127.47897786361611,47,89,133,76
N_02_02_seg.jpg,2817,270.3919152021408,1.4067796610169492,360.4235001774938,131.28328008519702,313,98,83,59
N_02_02_seg.jpg,3266,358.5756812095642,0.9662921348314607,300.42804654011024,151.7057562767912,261,102,86,89
N_02_02_seg.jpg,3996,271.4213536977768,1.0533333333333332,222.59584584584584,157.05005005005006,182,121,79,75
N_02_02_seg.jpg,920,134.95331740379333,0.9761904761904762,104.89239130434783,186.3608695652174,85,167,41,42
N_02_02_seg.jpg,1405,151.19595885276794,0.84,354.63629893238436,191.29039145907473,334,168,42,50
N_02_02_seg.jpg,1344,163.53910374641418,0.9787234042553191,162.7172619047619,194.13616071428572,141,170,46,47
N_02_02_seg.jpg,6737,424.3919162750244,0.8666666666666667,55.02671812379398,230.89861956360397,8,175,91,105
N_02_02_seg.jpg,5247,321.119837641716,1.1341463414634145,270.71050123880315,224.93805984372023,227,182,93,82
N_02_02_seg.jpg,5518,352.4924211502075,1.1219512195121952,174.01250453062704,263.3173251177963,130,218,92,82
N_02_02_seg.jpg,564,92.52691125869751,0.6666666666666666,389.56028368794324,241.0372340425532,378,224,22,33
N_02_02_seg.jpg,2258,252.93607258796692,0.9104477611940298,335.367139061116,269.4229406554473,307,233,61,67
N_02_02_seg.jpg,603,133.53910398483276,0.75,377.8407960199005,281.2089552238806,364,255,33,44
N_02_03_seg.jpg,7884,403.0193328857422,0.5864661654135338,200.28373921867072,68.86187214611873,163,0,78,133
N_02_03_seg.jpg,7767,393.8893897533417,0.6165413533834586,292.7503540620574,61.925453843182694,251,0,82,133
N_02_03_seg.jpg,681,119.49747359752655,2.0,369.1879588839941,9.328928046989722,345,0,46,23
N_02_03_seg.jpg,597,175.2964630126953,0.21333333333333335,153.02177554438862,42.95142378559464,146,13,16,75
N_02_03_seg.jpg,7407,478.27416598796844,0.9130434782608695,75.03159173754557,78.61455380045902,29,19,105,115
N_02_03_seg.jpg,3311,388.77669179439545,0.6435643564356436,368.5554213228632,69.470250679553,335,21,65,101
N_02_03_seg.jpg,1991,245.8233746290207,0.43333333333333335,383.2230035158212,168.99598191863384,361,115,39,90
N_02_03_seg.jpg,665,148.95331728458405,1.1388888888888888,181.34285714285716,145.80150375939849,160,130,41,36
N_02_03_seg.jpg,555,116.9116872549057,0.6410256410256411,357.8810810810811,148.4936936936937,347,131,25,39
N_02_03_seg.jpg,1198,195.43859839439392,0.8490566037735849,224.28380634390652,161.68781302170285,203,135,45,53
N_02_03_seg.jpg,5861,433.6883786916733,0.9252336448598131,154.431496331684,200.44565773758745,106,139,99,107
N_02_03_seg.jpg,764,190.65180122852325,1.4242424242424243,308.15968586387436,159.94895287958116,286,144,47,33
N_02_03_seg.jpg,1704,188.36753070354462,0.8518518518518519,86.62147887323944,169.44072769953053,63,146,46,54
N_02_03_seg.jpg,4940,391.6639939546585,0.5904761904761905,28.178340080971658,201.298987854251,0,151,62,105
N_02_03_seg.jpg,576,234.40916073322296,1.6923076923076923,290.30902777777777,180.67708333333334,251,163,66,39
N_02_03_seg.jpg,893,160.71067643165588,1.903225806451613,271.04927211646134,217.54759238521837,247,200,59,31
N_02_03_seg.jpg,1376,161.63960886001587,1.8235294117647058,365.8524709302326,228.38226744186048,336,209,62,34
N_02_03_seg.jpg,898,178.2670258283615,0.625,79.84632516703786,249.7772828507795,66,221,35,56
N_02_03_seg.jpg,3084,311.86500453948975,1.0410958904109588,233.0664721141375,273.6754215304799,202,227,76,73
N_02_03_seg.jpg,4872,358.35028624534607,2.107142857142857,342.1069376026273,270.86350574712645,280,242,118,56
N_02_03_seg.jpg,1253,152.85281252861023,1.0,169.53790901835595,279.02793296089385,147,254,46,46
N_02_03_seg.jpg,549,110.42640602588654,2.3157894736842106,118.97267759562841,290.8032786885246,102,281,44,19
N_02_04_seg.jpg,7050,632.1564148664474,2.5606060606060606,233.0612765957447,26.679574468085107,146,0,169,66
N_02_04_seg.jpg,1471,150.36753046512604,0.8367346938775511,378.8184908225697,39.78110129163834,358,15,41,49
N_02_04_seg.jpg,1983,234.55129671096802,0.6753246753246753,36.87594553706505,75.48613212304589,13,31,52,77
N_02_04_seg.jpg,2589,232.3086552619934,1.1896551724137931,83.81575898030127,60.03785245268443,54,31,69,58
N_02_04_seg.jpg,4492,312.87719762325287,0.8461538461538461,221.4345503116652,105.58147818343723,183,62,77,91
N_02_04_seg.jpg,5775,324.87719774246216,0.89,335.3303896103896,111.59722943722944,287,66,89,100
N_02_04_seg.jpg,4622,296.1492758989334,1.144578313253012,118.59022068368671,118.42990047598443,65,76,95,83
N_02_04_seg.jpg,11034,600.055909872055,0.7763157894736842,192.82517672648177,224.93139387348197,131,144,118,152
N_02_04_seg.jpg,1061,256.6934311389923,1.6382978723404256,368.7869934024505,182.64184731385487,321,161,77,47
N_02_04_seg.jpg,3755,385.40410816669464,0.8505747126436781,72.81757656458056,207.5520639147803,39,167,74,87
N_02_04_seg.jpg,3439,393.8477591276169,0.9042553191489362,322.4126199476592,211.58418144809536,282,167,85,94
N_02_04_seg.jpg,734,107.69848430156708,1.2592592592592593,14.873297002724795,180.18937329700273,0,168,34,27
N_02_04_seg.jpg,1312,279.3797231912613,0.29411764705882354,261.1996951219512,254.91768292682926,245,198,30,102
N_02_04_seg.jpg,782,163.8822499513626,1.7241379310344827,24.75831202046036,244.6304347826087,2,230,50,29
N_02_04_seg.jpg,1437,183.63960921764374,1.6111111111111112,22.349338900487126,279.6457898399443,0,261,58,36
N_02_04_seg.jpg,1050,189.15432786941528,4.611111111111111,99.91809523809523,290.3361904761905,60,281,83,18
N_03_01_seg.jpg,1352,315.4213534593582,2.6666666666666665,188.91863905325442,13.249260355029586,135,0,88,33
N_03_01_seg.jpg,3574,239.63960921764374,0.9264705882352942,369.8959149412423,30.48153329602686,337,0,63,68
N_03_01_seg.jpg,532,122.5685408115387,1.0857142857142856,307.32142857142856,22.63533834586466,292,6,38,35
N_03_01_seg.jpg,795,127.01219236850739,0.8108108108108109,12.830188679245284,37.02138364779874,0,20,30,37
N_03_01_seg.jpg,4429,261.62236499786377,1.0129870129870129,69.67103183562881,61.50553172273651,33,23,78,77
N_03_01_seg.jpg,6586,401.9898953437805,0.8103448275862069,267.9359246887337,85.65502581232919,219,26,94,116
N_03_01_seg.jpg,685,155.68123877048492,1.0,124.53868613138687,96.49051094890511,98,72,47,47
N_03_01_seg.jpg,1086,159.88224971294403,0.5178571428571429,161.5036832412523,105.22283609576428,147,74,29,56
N_03_01_seg.jpg,1009,166.71067643165588,0.5454545454545454,202.95341922695738,104.0009910802775,188,77,30,55
N_03_01_seg.jpg,5386,289.13708317279816,0.8539325842696629,358.3247307835128,121.7812848124768,321,76,76,89
N_03_01_seg.jpg,586,127.84061968326569,2.0869565217391304,25.820819112627987,109.03412969283276,7,95,48,23
N_03_01_seg.jpg,3956,313.1198374032974,1.0833333333333333,75.52300303336703,166.14762386248736,28,123,91,84
N_03_01_seg.jpg,2013,251.37972390651703,0.5866666666666667,17.680576254346747,159.03179334326876,0,128,44,75
N_03_01_seg.jpg,2231,320.73506140708923,1.180327868852459,278.4549529359032,181.334827431645,242,155,72,61
N_03_01_seg.jpg,2989,251.07820844650269,0.9866666666666667,152.9130143860823,201.86149213783875,116,166,74,75
N_03_01_seg.jpg,4563,292.79393696784973,1.3661971830985915,353.06596537365766,210.91211921981153,303,178,97,71
N_03_01_seg.jpg,4206,255.6223635673523,1.0394736842105263,98.36733238231099,248.18568711364716,58,210,79,76
N_03_01_seg.jpg,5348,317.1787121295929,1.5416666666666667,226.8603216155572,259.05946148092744,170,219,111,72
N_03_01_seg.jpg,1846,287.17871272563934,0.7692307692307693,27.426868905742147,260.72156013001086,2,229,50,65
N_03_01_seg.jpg,2244,185.53910374641418,1.14,370.58110516934045,274.5980392156863,341,250,57,50
N_03_02_seg.jpg,5350,600.3990550041199,1.9466666666666668,99.12822429906542,35.67439252336449,30,0,146,75
N_03_02_seg.jpg,1207,163.7401144504547,2.576923076923077,166.78956089478044,9.253521126760564,134,0,67,26
N_03_02_seg.jpg,10661,541.244727730751,1.74,273.03207954225684,40.51627427070631,174,0,174,100
N_03_02_seg.jpg,514,96.18376576900482,0.48717948717948717,6.881322957198444,20.704280155642024,0,3,19,39
N_03_02_seg.jpg,1231,155.53910398483276,0.9347826086956522,23.277822908204712,72.19983753046304,3,48,43,46
N_03_02_seg.jpg,1532,203.58073377609253,1.0576923076923077,358.4889033942559,79.83420365535248,331,54,55,52
N_03_02_seg.jpg,6576,365.5046135187149,1.6708860759493671,195.4273114355231,124.67046836982968,136,85,132,79
N_03_02_seg.jpg,11076,473.3452328443527,1.0158730158730158,78.82565908270134,158.80895630191404,15,93,128,126
N_03_02_seg.jpg,707,145.7401144504547,0.3389830508474576,386.8161244695898,126.19094766619519,378,97,20,59
N_03_02_seg.jpg,1295,306.77669072151184,0.7317073170731707,284.8942084942085,136.4957528957529,250,104,60,82
N_03_02_seg.jpg,958,124.91168713569641,1.0833333333333333,343.59498956158666,128.29958246346555,324,110,39,36
N_03_02_seg.jpg,12616,555.8893901109695,0.7236842105263158,349.3482878883957,225.23430564362715,290,148,110,152
N_03_02_seg.jpg,1770,209.33809316158295,0.6923076923076923,166.5502824858757,232.7045197740113,144,197,45,65
N_03_02_seg.jpg,6886,420.47517561912537,1.1720430107526882,242.8193435957014,253.27635782747603,187,205,109,93
N_03_02_seg.jpg,5250,324.55129635334015,1.901639344262295,63.293142857142854,271.41238095238094,9,239,116,61
N_03_02_seg.jpg,894,124.08326017856598,1.2580645161290323,152.86577181208054,286.52013422818794,136,269,39,31
N_03_03_seg.jpg,971,124.91168749332428,1.0857142857142856,62.356333676622036,14.78681771369722,42,0,38,35
N_03_03_seg.jpg,2911,239.2964630126953,1.3653846153846154,127.97389213328753,25.249742356578494,96,0,71,52
N_03_03_seg.jpg,616,154.46803617477417,0.42592592592592593,182.35876623376623,30.045454545454547,171,1,23,54
N_03_03_seg.jpg,1427,200.71067678928375,2.4,231.31674842326558,10.274001401541696,197,0,72,30
N_03_03_seg.jpg,6769,496.6173108816147,1.1224489795918366,340.83424434923916,39.02821687102969,290,0,110,98
N_03_03_seg.jpg,657,129.98275530338287,0.7692307692307693,12.496194824961949,22.724505327245055,0,3,30,39
N_03_03_seg.jpg,9970,434.5340518951416,0.875968992248062,48.42156469408225,123.1383149448345,0,55,113,129
N_03_03_seg.jpg,1586,212.50966620445251,0.9803921568627451,230.98171500630517,74.56620428751576,205,54,50,51
N_03_03_seg.jpg,6638,382.59292709827423,0.8240740740740741,156.3665260620669,108.4516420608617,114,58,89,108
N_03_03_seg.jpg,874,149.05382239818573,1.0975609756097562,357.91075514874143,94.58466819221968,337,70,45,41
N_03_03_seg.jpg,8176,683.5117530822754,0.627906976744186,249.63319471624266,178.03155577299412,196,96,108,172
N_03_03_seg.jpg,3533,301.62236416339874,1.2985074626865671,361.00962354939145,169.9377299745259,313,131,87,67
N_03_03_seg.jpg,646,143.88224959373474,0.7837837837837838,18.077399380804952,202.3173374613003,4,186,29,37
N_03_03_seg.jpg,2940,220.4507918357849,0.9420289855072463,64.60884353741497,216.7642857142857,34,187,65,69
N_03_03_seg.jpg,1012,135.39696848392487,0.6666666666666666,290.9328063241107,236.56324110671937,276,213,32,48
N_03_03_seg.jpg,4924,366.24978029727936,0.9880952380952381,354.57554833468726,260.8846466287571,314,216,83,84
N_03_03_seg.jpg,6709,528.1736607551575,2.3285714285714287,143.06632881204354,272.3769563273215,61,230,163,70
N_03_03_seg.jpg,1483,156.0832599401474,0.5614035087719298,13.438300741739717,265.1786918408631,0,236,32,57
N_03_03_seg.jpg,1282,178.56854140758514,3.391304347826087,274.9422776911076,290.191887675507,236,277,78,23
N_03_04_seg.jpg,5610,383.8061298131943,1.6764705882352942,93.93440285204991,30.87397504456328,41,0,114,68
N_03_04_seg.jpg,570,138.81118202209473,2.619047619047619,204.85614035087718,8.72280701754386,172,0,55,21
N_03_04_seg.jpg,12814,952.4894552230835,0.9710982658959537,289.28484470110817,95.40744498205088,208,17,168,173
N_03_04_seg.jpg,623,153.05382239818573,0.7142857142857143,23.890850722311395,45.24237560192616,12,20,30,42
N_03_04_seg.jpg,2676,329.5634882450104,1.0,187.7608370702541,62.729073243647235,154,25,68,68
N_03_04_seg.jpg,9032,685.7543944120407,0.94,84.22254207263065,135.08503100088575,3,69,141,150
N_03_04_seg.jpg,1197,149.74011421203613,1.8275862068965518,374.21470342522974,115.81286549707602,347,102,53,29
N_03_04_seg.jpg,3945,270.208150267601,0.6595744680851063,192.40126742712295,164.07198986058302,161,117,62,94
N_03_04_seg.jpg,816,136.18376541137695,0.4791666666666667,8.834558823529411,174.32598039215685,0,149,23,48
N_03_04_seg.jpg,948,139.49747371673584,0.4807692307692308,389.11603375527426,185.55696202531647,375,160,25,52
N_03_04_seg.jpg,4763,425.40410828590393,1.074468085106383,64.89502414444678,211.85807264329205,24,164,101,94
N_03_04_seg.jpg,892,122.32590079307556,1.1176470588235294,312.81726457399105,186.2847533632287,293,170,38,34
N_03_04_seg.jpg,528,161.19595789909363,1.3333333333333333,246.0909090909091,231.6685606060606,223,217,44,33
N_03_04_seg.jpg,881,125.01219248771667,1.7307692307692308,299.66855845629965,231.20317820658343,278,218,45,26
N_03_04_seg.jpg,2897,250.99494743347168,1.0,208.31032102174663,264.4301001035554,176,230,67,67
N_03_04_seg.jpg,731,136.46803605556488,1.1875,352.3201094391245,265.77701778385773,337,248,38,32
N_03_04_seg.jpg,1961,189.88224971294403,1.736842105263158,283.6874043855176,281.96991330953597,249,262,66,38
N_03_04_seg.jpg,611,123.88224935531616,1.4838709677419355,99.85106382978724,280.0687397708674,77,267,46,31
N_04_01_seg.jpg,1132,150.2253955602646,1.1081081081081081,82.67579505300354,15.57773851590106,61,0,41,37
N_04_01_seg.jpg,4603,372.5929261445999,1.5675675675675675,198.21138388007822,24.79274386269824,149,0,116,74
N_04_01_seg.jpg,8538,567.9137749671936,1.25,293.1252049660342,70.18798313422347,219,11,140,112
N_04_01_seg.jpg,529,105.74011421203613,1.0357142857142858,53.45746691871456,38.083175803402646,39,25,29,28
N_04_01_seg.jpg,1734,186.71067667007446,1.02,102.89446366782006,56.39561707035755,75,31,51,50
N_04_01_seg.jpg,1848,260.55129623413086,0.5280898876404494,370.4031385281385,108.241341991342,351,54,47,89
N_04_01_seg.jpg,15474,827.0508573055267,1.5069444444444444,117.65891172289001,142.74718883288097,12,69,217,144
N_04_01_seg.jpg,4864,280.83556723594666,1.1111111111111112,281.3951480263158,174.10567434210526,237,131,90,81
N_04_01_seg.jpg,1034,149.8406194448471,0.42857142857142855,9.658607350096712,164.72050290135397,0,136,24,56
N_04_01_seg.jpg,1135,164.95331752300262,0.8163265306122449,381.1436123348018,209.54361233480176,360,183,40,49
N_04_01_seg.jpg,2627,225.82337427139282,0.7777777777777778,191.62695089455653,224.2169775409212,164,188,56,72
N_04_01_seg.jpg,4185,274.2081503868103,0.9625,341.77491039426525,259.2227001194743,307,217,77,80
N_04_01_seg.jpg,6636,354.4924211502075,1.4871794871794872,90.59207353827607,266.1078963230862,32,222,116,78
N_04_01_seg.jpg,948,177.6812391281128,0.82,276.13396624472574,255.73523206751054,259,227,41,50
N_04_02_seg.jpg,2090,190.7523066997528,1.3829787234042554,82.2732057416268,23.388516746411483,50,1,65,47
N_04_02_seg.jpg,2379,268.0660152435303,2.6578947368421053,239.64522908785204,15.004623791509037,184,0,101,38
N_04_02_seg.jpg,597,135.5979790687561,4.285714285714286,351.96817420435514,5.855946398659967,324,0,60,14
N_04_02_seg.jpg,523,99.49747395515442,0.9666666666666667,305.69216061185466,18.302103250478012,290,3,29,30
N_04_02_seg.jpg,13785,526.8599520921707,1.0444444444444445,329.51273122959736,87.6424374319913,259,22,141,135
N_04_02_seg.jpg,4867,401.3036036491394,0.946236559139785,180.5584549003493,74.97144031230738,142,27,88,93
N_04_02_seg.jpg,6548,401.4213535785675,0.811965811965812,47.269395235186316,102.95998778252901,0,56,95,117
N_04_02_seg.jpg,772,114.4680358171463,1.0294117647058822,131.28886010362694,133.42098445595855,114,116,35,34
N_04_02_seg.jpg,1069,203.58073365688324,1.2325581395348837,218.2310570626754,142.84565014031804,187,119,53,43
N_04_02_seg.jpg,929,144.4680358171463,1.105263157894737,17.054897739504845,145.02475780409043,0,128,42,38
N_04_02_seg.jpg,2521,213.82337427139282,1.1166666666666667,42.033320111067034,193.77151923839747,9,161,67,60
N_04_02_seg.jpg,10005,610.256920337677,1.9042553191489362,297.8247876061969,205.60109945027486,208,167,179,94
N_04_02_seg.jpg,4115,405.64674854278564,1.2837837837837838,154.08311057108142,219.27168894289187,104,184,95,74
N_04_02_seg.jpg,2050,273.1370825767517,0.40860215053763443,18.826341463414636,259.04731707317075,1,206,38,93
N_04_02_seg.jpg,3378,233.33809292316437,1.0,78.9274718768502,270.2021906453523,48,232,68,68
N_04_02_seg.jpg,4091,341.9066354036331,2.66,200.5695428990467,276.785626986067,132,250,133,50
N_04_02_seg.jpg,930,145.69848430156708,0.6530612244897959,386.66021505376347,282.9483870967742,368,251,32,49
N_04_02_seg.jpg,956,145.7401144504547,2.16,313.31380753138075,288.4069037656904,285,275,54,25
